Title: Young Stellar Objects in the Gould Belt 
Authors: Dunham M.M., Allen L.E., Evans N.J., Broekhoven-Fiene H., Cieza L.A., 
         Francesco J.D., Gutermuth R.A., Harvey P.M., Hatchell J., Heiderman A.,
         Huard T.L., Johnstone D., Kirk J.M., Matthews B.C., Miller J.F., 
         Peterson D.E., Young K.E. 
Table: Properties of the c2d+GB YSOs
================================================================================
Byte-by-byte Description of file: apjs519129t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---    Index   Index
   6- 21 A16    ---    Cloud   Cloud identifier
  23- 38 A16    ---    ID      SSTc2d or SSTgb + Spitzer source name  
1631 Chamaeleon I     J111053.3-763432  2.3   -0.73 1400.     0.11      -0.98 1500.     0.14    N - 
1632 Chamaeleon I     J111053.5-772500 11.3   -0.54  900.     0.049     -0.77 1300.     0.12    N - 
1633 Chamaeleon I     J111055.9-764532  3.1   -1.04 1600.     0.100     -1.40 1800.     0.14    N - 
1634 Chamaeleon I     J111110.7-764157  6.6    0.09  330.     0.0076    -0.19  650.     0.0095  N Y 
1635 Chamaeleon I     J111203.4-772600  5.2   -1.11 1500.     0.017     -1.33 1700.     0.029   N - 
1636 Chamaeleon I     J111209.7-763436  1.8   -1.06 1700.     0.11      -1.47 1800.     0.13    N - 
1637 Chamaeleon I     J111224.3-763706  2.6   -1.07 1500.     0.63      -1.17 1700.     0.84    N - 
1638 Chamaeleon I     J111227.6-764422  3.4   -0.76 1300.     2.0       -1.11 1500.     2.8     N - 
1639 Chamaeleon I     J111230.8-764424  5.3   -0.61 1400.     0.22      -1.09 1600.     0.37    N - 
1640 Chamaeleon I     J111242.6-772222  0.0   -1.87 2000.     0.62      -2.24 2000.     0.62    N - 
1641 Chamaeleon I     J111324.4-762922  1.4   -1.08 1600.     0.049     -1.33 1700.     0.058   N - 
1642 Chamaeleon II    J124825.7-770636  4.4   -2.19 2200.    11.        -2.62 3000.    28.      N - 
1643 Chamaeleon II    J125230.6-771513  4.3   -2.38 2100.     1.4       -2.61 2700.     3.2     Y - 
1644 Chamaeleon II    J125317.2-770710 10.5   -0.72  660.    30.        -0.65 1500.    63.      N Y 
1645 Chamaeleon II    J125342.8-771511  4.0    0.65  130.     0.43       0.33  160.     0.45    N Y 
1646 Chamaeleon II    J125633.6-764545  2.4   -1.22 2100.     0.21      -1.38 2900.     0.36    N - 
1647 Chamaeleon II    J125658.6-764706  0.0   -1.84 4600.     0.059     -1.81 4600.     0.059   N - 
1648 Chamaeleon II    J125711.7-764011  3.3   -0.85 1900.     0.79      -1.10 3200.     1.7     N - 
1649 Chamaeleon II    J125806.7-770909  5.0   -0.93 1400.     0.013     -1.12 1800.     0.024   N - 
1650 Chamaeleon II    J125906.5-770739  4.0    0.68  230.     1.7        1.10  260.     1.8     N Y 
1651 Chamaeleon II    J125926.4-774708  3.9   -1.78 2400.     3.7       -2.26 3300.    10.      N - 
1652 Chamaeleon II    J130055.3-771022  3.8   -0.65 1900.     0.51      -1.17 3100.     1.2     N - 
1653 Chamaeleon II    J130059.2-771402  9.0   -1.14 1200.     0.76      -1.43 1900.     1.9     N - 
1654 Chamaeleon II    J130158.9-775121  1.5   -1.19 2300.     0.39      -1.11 3100.     0.57    N - 
1655 Chamaeleon II    J130222.8-773449  2.9   -1.46 2100.     0.040     -1.75 2800.     0.072   N - 
1656 Chamaeleon II    J130424.9-775230  4.2   -0.97 1800.     0.087     -1.40 2900.     0.20    N - 
1657 Chamaeleon II    J130455.7-773949  2.7   -0.85 2400.     0.52      -1.41 3700.     1.2     N - 
1658 Chamaeleon II    J130508.5-773342  4.1   -1.05 1700.     0.18      -1.20 3100.     0.41    N - 
1659 Chamaeleon II    J130512.6-773052  3.7   -0.98 1700.     0.18      -1.12 3100.     0.40    N - 
1660 Chamaeleon II    J130520.6-773901  1.6   -1.35 2500.     1.5       -1.56 3300.     2.4     N - 
1661 Chamaeleon II    J130521.6-773810  4.0   -0.05 2000.     0.010     -0.50 4700.     0.041   N - 
1662 Chamaeleon II    J130529.0-774140  0.0   -0.37  540.     0.0027    -0.44  540.     0.0027  N - 
1663 Chamaeleon II    J130718.0-774052  4.8   -1.11 1900.     0.032     -1.53 2800.     0.082   N - 
1664 Chamaeleon II    J130748.5-774121  3.5   -0.90 1800.     0.16      -1.15 2800.     0.32    N - 
1665 Chamaeleon II    J130806.2-775505  3.1   -0.90 1600.     1.2       -1.00 2500.     2.0     N - 
1666 Chamaeleon II    J130827.1-774323  4.3   -1.23 2100.     0.018     -1.60 3200.     0.048   N - 
1667 Chamaeleon II    J130950.3-775723  0.8   -1.10 2200.     0.40      -1.30 2400.     0.48    N - 
1668 Chamaeleon III   J123059.4-800511  4.6    1.42  200.     0.016      1.28  280.     0.017   N - 
1669 Chamaeleon III   J123754.2-802130  4.9   -2.23 1800.     0.11      -2.35 2000.     0.20    Y - 
1670 Chamaeleon III   J124008.0-803155  4.1   -2.25 1900.     5.0       -2.56 2000.     8.7     Y - 
1671 Chamaeleon III   J124355.0-795748  4.8   -2.43 1900.     0.62      -2.76 2100.     1.2     Y - 
1672 Corona Australis J185639.7-370720  0.8   -1.17 2300.     0.11      -1.38 2400.     0.13    N - 
1673 Corona Australis J185752.6-371440  7.9    1.73  210.     0.081      1.52 4500.     0.38    N - 
1674 Corona Australis J185943.9-370400  7.9   -0.18 1000.     0.0020    -0.33 1500.     0.0041  N - 
1675 Corona Australis J185950.9-370631  3.3   -1.53 2100.     0.0082    -1.74 2500.     0.015   N - 
1676 Corona Australis J190015.5-365757  7.9    0.51  620.     0.0031     0.29  840.     0.0049  N - 
1677 Corona Australis J190029.0-365603  2.2   -1.57 2500.     0.14      -2.05 3200.     0.25    N - 
1678 Corona Australis J190038.9-365814  9.2   -2.08 1800.     0.050     -2.33 3000.     0.24    N - 
1679 Corona Australis J190045.3-371148  1.2   -0.90 2200.     0.018     -1.32 2300.     0.023   N - 
1680 Corona Australis J190058.0-364505  2.1   -1.04 2400.     0.21      -1.95 3000.     0.36    N - 
1681 Corona Australis J190059.7-364711  3.1   -1.03 1800.     0.0081    -1.29 2600.     0.014   N - 
1682 Corona Australis J190103.2-370339  7.9   -1.75 6000.    18.        -2.64 7900.  -999.      N - 
1683 Corona Australis J190116.2-365628  1.4   -1.23 2300.     0.019     -1.45 2600.     0.025   N - 
1684 Corona Australis J190118.9-365828  8.4   -0.92 1600.     0.051     -1.47 3100.     0.22    N - 
1685 Corona Australis J190129.0-370148  1.0   -2.12 2600.     0.058     -2.26 2900.     0.074   N - 
1686 Corona Australis J190132.3-365803 13.9   -1.19 1300.     0.017     -1.71 1800.     0.067   N - 
1687 Corona Australis J190133.8-365744 16.9   -0.65  900.     0.065     -1.31 1500.     0.26    N - 
1688 Corona Australis J190136.2-365803 15.0   -0.34  900.     0.00095   -0.87 1600.     0.0032  N - 
1689 Corona Australis J190140.4-365142 13.9   -0.70 1100.     0.047     -1.53 1700.     0.17    N - 
1690 Corona Australis J190148.0-365722  7.9    0.78   93.     4.4        1.01  130.     4.7     N Y 
1691 Corona Australis J190148.4-365714  7.9    1.41   17.     3.7        1.19   23.     3.7     N Y 
1692 Corona Australis J190151.1-365412 14.6   -0.68 1000.     0.026     -1.12 1600.     0.091   N - 
1693 Corona Australis J190151.8-371044  7.9   -1.47  660.     0.0010    -1.61  680.     0.0015  N - 
1694 Corona Australis J190153.7-370033  1.5   -1.09   19.     1.4       -1.29   23.     1.4     N Y 
1695 Corona Australis J190155.6-365651  7.9    0.60  350.     0.036      0.46  370.     0.048   N - 
1696 Corona Australis J190157.2-365205  8.1   -0.49 1200.     0.0012    -0.76 1600.     0.0026  N - 
1697 Corona Australis J190206.8-365841  5.0   -0.84 2300.     0.0035    -1.02 7700.     0.057   N - 
1698 Corona Australis J190210.4-365344  7.0   -2.24 2100.     0.011     -2.54 6100.     0.12    N - 
1699 Corona Australis J190212.0-370309  2.5   -1.27 2200.     0.013     -1.62 2600.     0.021   N - 
1700 Corona Australis J190214.6-370032 21.6   -0.64  890.     0.0071    -1.22 1400.     0.035   N - 
1701 Corona Australis J190227.0-365813  3.3   -1.37 2300.     0.65      -1.68 3800.     1.6     N - 
1702 Corona Australis J190233.0-365821  7.1   -1.09 1600.     0.38      -1.23 5300.     3.2     N - 
1703 Corona Australis J190256.8-370719  7.9    0.15  280.     0.00044    0.00  300.     0.00056 N - 
1704 Corona Australis J190301.0-370753  7.9    0.06  650.     0.0075     0.09  740.     0.011   N - 
1705 Corona Australis J190309.1-365722  8.1   -2.02 2000.     0.22      -2.36 4300.     1.4     N - 
1706 Corona Australis J190311.8-370902  2.1   -1.46 2300.     0.044     -1.79 2600.     0.067   N - 
1707 Corona Australis J190324.2-371507 14.3   -0.39  850.     0.046     -0.91 1400.     0.14    N - 
1708 Corona Australis J190355.2-370935  7.9    0.36  220.     0.0041     0.23  250.     0.0050  N - 
1709 Corona Australis J185856.4-370737  4.3   -2.21 2200.     1.1       -2.47 2600.     2.3     Y - 
1710 Corona Australis J190023.4-371224  2.1   -0.95 5400.     0.68      -1.32 5800.     3.3     N - 
1711 Corona Australis J190125.7-365919 10.8   -1.38 1500.     0.22      -1.63 7000.     7.4     N - 
1712 Corona Australis J190141.6-365952  8.4   -1.04 1700.     0.41      -1.52 6000.     8.7     N - 
1713 Corona Australis J190150.4-365638 28.0   -0.39  830.     0.11      -1.00 6800.  -999.      N - 
1714 Corona Australis J190158.5-365708  7.9    0.88   13.     6.9        0.71   15.     7.0     N Y 
1715 Corona Australis J190258.6-370735  7.9    1.66   61.     1.2        1.49   66.     1.3     N Y 
1716 Corona Australis J190316.0-371408  9.4   -0.42 1100.     0.25      -0.71 6700.     3.4     N - 
1717 Corona Australis J190153.6-365708  7.9   -2.55  890.    51.        -3.04 1200.    92.      N - 
1718 Corona Australis J190108.6-365720  7.9   -0.80 1000.     3.5       -1.22 1500.     6.9     N Y 
1719 Corona Australis J190158.7-365749  7.9   -0.35  900.     2.6       -0.88 1300.     4.8     N - 
1720 Corona Australis J190306.8-371249  7.9    0.36  460.     8.8       -0.22  610.    13.      N Y 
1721 Corona Australis J190140.8-365233  7.9   -0.76 1800.     1.5       -1.68 2300.     4.7     N - 
1722 Corona Australis J190150.6-365809  7.9    0.92  210.    15.         0.96  270.    17.      N Y 
1723 Corona Australis J190141.5-365831  7.9    0.75  270.     7.1        0.27  390.     8.5     N Y 
1724 Corona Australis J190155.3-365721  7.9    2.64  260.     0.44       2.47  310.     0.53    N Y 
1725 Corona Australis J190156.4-365728  7.9    2.78  200.     1.4        2.56  210.     1.8     N Y 
1726 IC5146           J214356.1+474808  1.2   -1.19 5100.    11.        -1.91 5900.    25.      N - 
1727 IC5146           J214443.0+474643  3.6    0.63  300.     0.070      0.57  310.     0.078   N - 
1728 IC5146           J214444.4+474649  8.0   -0.35  350.    13.        -0.91 3500.    30.      N - 
1729 IC5146           J214448.3+474459  3.6    1.83   37.     3.3        1.85   39.     3.4     N - 
1730 IC5146           J214449.1+474621  1.8   -0.79 1900.     1.8       -0.96 2500.     2.5     N - 
1731 IC5146           J214451.7+474044  3.6    1.06  420.     0.22       1.01 1700.     0.32    N - 
1732 IC5146           J214452.0+474030  3.6    1.58   76.    20.         1.53   79.    21.      N - 
1733 IC5146           J214452.3+474455  3.5   -0.85 1900.     0.21      -1.19 3100.     0.46    N - 
1734 IC5146           J214453.2+474607  3.5   -1.22 1700.     0.54      -1.21 2200.     0.90    N - 
1735 IC5146           J214453.4+474048  8.0   -0.69 1600.     0.88      -0.96 5900.    12.      N - 
1736 IC5146           J214453.9+474543  3.6    0.76  800.     0.50       0.45 1300.     0.69    N - 
1737 IC5146           J214457.0+474152  3.6    0.13  570.     0.31       0.17  590.     0.37    N - 
1738 IC5146           J214501.5+474122  4.0   -0.91 2000.     0.78      -1.82 2900.     1.7     N - 
1739 IC5146           J214502.6+473307  3.6    1.18  110.     3.1        1.12  110.     3.2     N - 
1740 IC5146           J214502.9+474229  4.0   -1.21 1900.     0.41      -1.64 2400.     0.79    N - 
1741 IC5146           J214508.3+473305  3.6    0.74  140.    13.         0.20  170.    13.      N - 
1742 IC5146           J214527.8+474550  3.6    0.42 1200.     0.043      0.41 3700.     0.11    N - 
1743 IC5146           J214531.2+473621  3.6    0.13  200.     6.0        0.56  230.     6.4     N - 
1744 IC5146           J214541.0+473707  4.0   -0.93 1400.     0.45      -1.15 1500.     0.67    N - 
1745 IC5146           J214557.1+471931  7.0   -1.14 1300.     0.20      -1.39 1600.     0.39    N - 
1746 IC5146           J214558.5+473601  3.6    0.82  150.     7.4        1.10  170.     7.8     N Y 
1747 IC5146           J214605.7+472048  3.0   -1.12 1400.     0.16      -0.98 2100.     0.24    N - 
1748 IC5146           J214622.0+473500  4.0   -1.50 1500.     0.16      -1.79 1700.     0.24    N - 
1749 IC5146           J214626.6+474415  2.0   -1.10 3100.    14.        -1.05 5300.    36.      N - 
1750 IC5146           J214641.3+473431  3.0   -0.42 1200.     3.0       -0.46 1600.     4.2     N - 
1751 IC5146           J214646.7+473555  6.0   -2.04 1900.    32.        -2.38 2300.    81.      N - 
1752 IC5146           J214649.2+474508  2.5   -2.41 4000.    16.        -2.63 5500.    69.      Y - 
1753 IC5146           J214703.0+473314  3.6    0.55  500.     0.68       0.57  530.     0.80    N - 
1754 IC5146           J214706.0+473939  3.6    0.43  300.     0.087      0.40  310.     0.097   N - 
1755 IC5146           J214710.8+473204  8.0   -0.74  850.     0.034     -0.93  940.     0.054   N - 
1756 IC5146           J214720.6+473203  8.0   -0.71  990.    95.        -1.06 2500.   240.      N - 
1757 IC5146           J214721.2+473226  3.6    0.32  450.     0.29       0.27  470.     0.33    N - 
1758 IC5146           J214722.6+473205  3.6    0.83  260.     0.49       0.78  260.     0.54    N - 
1759 IC5146           J214722.7+473214  3.6    0.74   86.    35.         0.61   90.    36.      N Y 
1760 IC5146           J214728.7+473217  3.6   -0.07  590.     0.44       0.07  620.     0.52    N - 
1761 IC5146           J214732.9+473208 20.0   -0.40  820.     0.33      -1.06 1200.     1.2     N - 
1762 IC5146           J214734.2+473205  7.5   -0.41 1100.     8.9       -0.92 1800.    19.      N - 
1763 IC5146           J214755.6+473711  3.6    1.00  340.     0.31       0.92  340.     0.35    N - 
1764 IC5146           J214759.2+473626  3.6    1.26   91.     8.6        1.15   97.     8.9     N - 
1765 IC5146           J215214.3+471454  3.6    0.67  500.     0.19       0.45  540.     0.23    N - 
1766 IC5146           J215219.2+471555  5.0   -1.10 1400.     0.17      -1.24 1900.     0.31    N - 
1767 IC5146           J215219.6+471438  4.0   -1.29 2000.     0.65      -1.56 3000.     1.5     N - 
1768 IC5146           J215230.7+471406  1.5   -1.02 2000.     2.6       -1.09 2500.     3.6     N - 
1769 IC5146           J215232.6+471346  0.7   -1.03 2400.     2.6       -1.04 2600.     3.0     N - 
1770 IC5146           J215232.7+471409  2.7   -1.13 2100.     2.2       -1.39 2900.     3.9     N - 
1771 IC5146           J215233.2+471050  3.5   -0.88 2000.     0.39      -1.11 2900.     0.79    N - 
1772 IC5146           J215234.0+471343  2.0   -1.19 2800.   120.        -1.05 4800.   280.      N - 
1773 IC5146           J215234.5+471440  2.5   -0.71 2100.     1.5       -1.21 2800.     2.5     N - 
1774 IC5146           J215236.1+471156  4.0   -1.08 2100.     0.47      -1.57 3100.     1.1     N - 
1775 IC5146           J215236.5+471436  2.5   -1.22 1900.     2.0       -1.26 2600.     3.2     N - 
1776 IC5146           J215237.7+471438  3.6    0.64  100.    14.         0.58  120.    14.      N - 
1777 IC5146           J215239.7+471110  6.0   -1.48 2100.     0.32      -1.75 3200.     1.1     N - 
1778 IC5146           J215241.2+471252  2.0   -1.16 2300.     0.74      -1.31 3000.     1.2     N - 
1779 IC5146           J215242.7+471209  2.0   -0.77 2200.     0.66      -1.17 2700.     1.0     N - 
1780 IC5146           J215242.7+471013  0.8   -0.95 2500.     1.1       -1.13 2800.     1.3     N - 
1781 IC5146           J215245.4+471039  5.5   -1.47 2100.     0.34      -1.85 3100.     1.0     N - 
1782 IC5146           J215246.5+471249  3.6   -0.19 2100.     2.3       -0.73 4300.     7.3     N - 
1783 IC5146           J215249.5+471217  3.0   -1.04 2100.     0.47      -1.30 3000.     0.89    N - 
1784 IC5146           J215250.1+471220  2.0   -0.86 1800.     0.52      -0.81 2400.     0.74    N - 
1785 IC5146           J215257.0+471522  6.0   -0.70  900.     0.060     -0.83 1000.     0.088   N - 
1786 IC5146           J215259.1+471628  2.0   -2.17 4500.     8.1       -2.38 5600.    28.      N - 
1787 IC5146           J215303.9+472330  1.0   -0.93 2400.     2.4       -1.11 2900.     3.1     N - 
1788 IC5146           J215306.9+471434  3.6    0.34  610.     0.28       0.46  650.     0.33    N - 
1789 IC5146           J215307.5+472444  0.5   -0.94 2500.     4.9       -1.20 2700.     5.6     N - 
1790 IC5146           J215308.4+471253  4.0   -1.46 1800.     0.47      -1.55 2700.     0.95    N - 
1791 IC5146           J215308.6+471247  3.0   -0.57 1900.     0.76      -1.02 2700.     1.4     N - 
1792 IC5146           J215318.4+471420  4.0   -0.82 1900.     0.64      -1.36 2800.     1.4     N - 
1793 IC5146           J215320.3+471257  2.0   -1.01 2200.     0.69      -1.35 2900.     1.1     N - 
1794 IC5146           J215322.6+472817  1.5   -0.88 2300.     0.36      -1.25 2800.     0.50    N - 
1795 IC5146           J215322.7+471423  4.0   -0.71 1900.     0.47      -1.25 2900.     1.0     N - 
1796 IC5146           J215323.0+471408  2.0   -1.15 2200.     0.91      -1.41 2800.     1.4     N - 
1797 IC5146           J215324.9+471529  5.0   -0.67 1400.     0.82      -0.97 2300.     1.6     N - 
1798 IC5146           J215325.0+471622  3.6    0.22  860.     0.39       0.14 1600.     0.56    N - 
1799 IC5146           J215326.3+471543  2.0   -1.25 2000.     2.0       -1.37 2600.     3.0     N - 
1800 IC5146           J215327.1+471658  3.5   -1.48 2200.     2.5       -1.85 3100.     5.5     N - 
1801 IC5146           J215327.3+471450  3.5   -0.68 1700.     1.2       -0.92 2500.     2.1     N - 
1802 IC5146           J215327.7+471511  2.0   -1.58 2300.     1.5       -1.77 3000.     2.5     N - 
1803 IC5146           J215328.3+471543  3.6    2.24  280.     0.90       2.19  710.     1.1     N - 
1804 IC5146           J215328.6+471551  3.6    1.16  470.     2.5        0.55  640.     3.0     N - 
1805 IC5146           J215328.8+471613  4.5   -0.73 1300.     6.3       -0.71 2100.    11.      N - 
1806 IC5146           J215328.9+471537  3.6   -0.87 1100.     0.68      -1.37 1300.     0.92    N - 
1807 IC5146           J215328.9+471652  6.0   -0.79 1600.     1.9       -1.22 2700.     5.1     N - 
1808 IC5146           J215329.6+471354  0.7   -0.56 2100.     2.6       -0.68 2400.     3.0     N - 
1809 IC5146           J215330.2+471603  4.0   -0.79 1500.     0.74      -0.77 2300.     1.3     N - 
1810 IC5146           J215330.3+471313  1.0   -1.10 2300.     5.7       -1.34 2600.     7.1     N - 
1811 IC5146           J215330.4+471310  3.6   -0.24 2600.     1.9       -0.30 5700.    13.      N - 
1812 IC5146           J215330.5+471444  2.0   -0.88 2100.     0.87      -1.23 2700.     1.3     N - 
1813 IC5146           J215330.8+471606 11.0   -0.54 1500.     1.4       -1.21 6100.    38.      N - 
1814 IC5146           J215331.4+472217  3.6    1.09  420.     2.7        1.41  430.     3.0     N - 
1815 IC5146           J215331.6+471628  4.0   -0.71 1300.     0.28      -0.87 1500.     0.41    N - 
1816 IC5146           J215331.8+471614  4.0   -0.90 1500.     0.79      -0.95 2200.     1.4     N - 
1817 IC5146           J215332.0+471603  4.0   -0.47 1400.     0.90      -0.85 2200.     1.6     N - 
1818 IC5146           J215333.0+471439  3.6   -0.09  930.     0.79      -0.18 1300.     1.1     N - 
1819 IC5146           J215333.0+471609  2.0   -1.32 2500.     2.3       -1.74 3200.     3.9     N - 
